Name,OpName,FwOps,BwOps,AccOps,Prev,Next,InputShapes,OutputShape,LinearWeightTrainable,LoraRank
size_12,misc,[],[],[],"{""'add_10""}",{'reshape_'},"[(32, 1024, 2048)]","(1,)",True,0
reshape_1,misc,[],[],[],"{""'size_12"", ""'add_10""}","{'add_1', 'model_decoder_layers_0_final_layer_nor'}","[(32, 1024, 2048), (1,)]","(32768, 2048)",True,0
model_decoder_layers_0_final_layer_norm,VECln,"[['VECln', (32768, 2048)]]","[['VECmul', (32768, 2048)]]","[['VECadd', [1, 2048]], ['VECadd', [1, 2048]]]","{""'reshape_1""}",{'model_decoder_layers_0_fc'},"[(32768, 2048)]","(32768, 2048)",False,0
model_decoder_layers_0_fc1,Linear,"[['Linear', (32768, 2048, 8192)]]","[['Linear', (32768, 8192, 2048)]]",[],"{""'model_decoder_layers_0_final_layer_norm""}",{'model_decoder_layers_0_activation_f'},"[(32768, 2048)]","(32768, 8192)",False,0
model_decoder_layers_0_activation_fn,VECrelu,"[['VECrelu', (32768, 8192)]]","[['VECrelu', (32768, 8192)]]",[],"{""'model_decoder_layers_0_fc1""}",{'model_decoder_layers_0_fc'},"[(32768, 8192)]","(32768, 8192)",True,0
model_decoder_layers_0_fc2,Linear,"[['Linear', (32768, 8192, 2048)]]","[['Linear', (32768, 2048, 8192)]]",[],"{""'model_decoder_layers_0_activation_fn""}",{'dropout_'},"[(32768, 8192)]","(32768, 2048)",False,0
dropout_2,dropout,"[['MEM', ((32768, 2048), (32768, 2048))]]","[['MEM', ((32768, 2048),)], ['MEM', ((32768, 2048),)]]",[],"{""'model_decoder_layers_0_fc2""}",{'add_1'},"[(32768, 2048)]","(32768, 2048)",True,0
add_11,VECadd,"[['VECadd', (32768, 2048)]]","[['MEM', ((32768, 2048),)], ['MEM', ((32768, 2048),)]]",[],"{""'dropout_2"", ""'reshape_1""}",{'view_1'},"[(32768, 2048), (32768, 2048)]","(32768, 2048)",True,0
view_11,misc,[],[],[],"{""'size_11"", ""'add_11""}",{'model_decoder_final_layer_nor'},"[(32768, 2048), (1,)]","(32, 1024, 2048)",True,0
model_decoder_final_layer_norm,VECln,"[['VECln', (32768, 2048)]]","[['VECmul', (32768, 2048)]]","[['VECadd', [1, 2048]], ['VECadd', [1, 2048]]]","{""'view_11""}",{'lm_hea'},"[(32, 1024, 2048)]","(32, 1024, 2048)",False,0
lm_head,Linear,"[['Linear', (32768, 2048, 50272)]]","[['Linear', (32768, 50272, 2048)]]",[],"{""'model_decoder_final_layer_norm""}",{'contiguous_'},"[(32, 1024, 2048)]","(32, 1024, 50272)",False,0
contiguous_3,contiguous,"[['MEM', ((32, 1024, 50272), (32, 1024, 50272))]]","[['MEM', ((32, 1024, 50272),)], ['MEM', ((32, 1024, 50272),)]]",[],"{""'lm_head""}",{'outpu'},"[(32, 1024, 50272)]","(32, 1024, 50272)",True,0
output,output,[],[],[],"{""'contiguous_1"", ""'contiguous"", ""'contiguous_3""}",set(),"[(32, 1024, 50272), (32, 32, 1024, 64), (32, 32, 1024, 64)]","(32, 1024, 50272)",True,0
