input_shapes,input_contiguous,contiguous,output_shape,dtype,Name,meta,module_path,linear_weight_trainable,lora_rank,_input_nodes,users
"[[4, 512, 5120], [1]]","[True, True]",True,"(4, 512, 5120)",torch.float32,to_5,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.k_proj': ('model.layers.0.self_attn.k_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.k_proj,True,0,"['mul_1', 'getattr_9']",[model_layers_0_self_attn_k_proj_lora_dropout_default]
"[[4, 512, 5120]]",[True],True,"(4, 512, 5120)",torch.float32,model_layers_0_self_attn_k_proj_lora_dropout_default,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.k_proj': ('model.layers.0.self_attn.k_proj', <class 'peft.tuners.lora.layer.Linear'>), 'model.layers.0.self_attn.k_proj.lora_dropout.default': ('model.layers.0.self_attn.k_proj.lora_dropout.default', <class 'torch.nn.modules.linear.Identity'>)})}",model.layers.0.self_attn.k_proj.lora_dropout.default,True,0,['to_5'],[model_layers_0_self_attn_k_proj_lora_a_default]
"[[4, 512, 5120]]",[True],True,"(4, 512, 10)",torch.float32,model_layers_0_self_attn_k_proj_lora_a_default,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.k_proj': ('model.layers.0.self_attn.k_proj', <class 'peft.tuners.lora.layer.Linear'>), 'model.layers.0.self_attn.k_proj.lora_A.default': ('model.layers.0.self_attn.k_proj.lora_A.default', <class 'torch.nn.modules.linear.Linear'>)})}",model.layers.0.self_attn.k_proj.lora_A.default,True,0,['model_layers_0_self_attn_k_proj_lora_dropout_default'],[model_layers_0_self_attn_k_proj_lora_b_default]
"[[4, 512, 10]]",[True],True,"(4, 512, 1024)",torch.float32,model_layers_0_self_attn_k_proj_lora_b_default,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.k_proj': ('model.layers.0.self_attn.k_proj', <class 'peft.tuners.lora.layer.Linear'>), 'model.layers.0.self_attn.k_proj.lora_B.default': ('model.layers.0.self_attn.k_proj.lora_B.default', <class 'torch.nn.modules.linear.Linear'>)})}",model.layers.0.self_attn.k_proj.lora_B.default,True,0,['model_layers_0_self_attn_k_proj_lora_a_default'],[mul_3]
"[[4, 512, 1024]]",[True],True,"(4, 512, 1024)",torch.float32,mul_3,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.k_proj': ('model.layers.0.self_attn.k_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.k_proj,True,0,['model_layers_0_self_attn_k_proj_lora_b_default'],[add_7]
"[[4, 512, 1024], [4, 512, 1024]]","[True, True]",True,"(4, 512, 1024)",torch.float32,add_7,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.k_proj': ('model.layers.0.self_attn.k_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.k_proj,True,0,"['model_layers_0_self_attn_k_proj_base_layer', 'mul_3']",[to_6]
"[[4, 512, 1024]]",[True],True,"(1,)",,getattr_10,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.k_proj': ('model.layers.0.self_attn.k_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.k_proj,True,0,['model_layers_0_self_attn_k_proj_base_layer'],[to_6]
"[[4, 512, 1024], [1]]","[True, True]",True,"(4, 512, 1024)",torch.float32,to_6,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.k_proj': ('model.layers.0.self_attn.k_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.k_proj,True,0,"['add_7', 'getattr_10']",[view_3]
"[[4, 512, 5120]]",[True],True,"(4, 512, 1024)",torch.float32,model_layers_0_self_attn_v_proj_base_layer,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.v_proj': ('model.layers.0.self_attn.v_proj', <class 'peft.tuners.lora.layer.Linear'>), 'model.layers.0.self_attn.v_proj.base_layer': ('model.layers.0.self_attn.v_proj.base_layer', <class 'torch.nn.modules.linear.Linear'>)})}",model.layers.0.self_attn.v_proj.base_layer,False,0,['mul_1'],"[add_8, getattr_12]"
[],[],True,"(10, 5120)",torch.float32,model_layers_0_self_attn_v_proj_lora_a_default_weight,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.v_proj': ('model.layers.0.self_attn.v_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.v_proj,True,0,[],[getattr_11]
"[[10, 5120]]",[True],True,"(1,)",,getattr_11,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.v_proj': ('model.layers.0.self_attn.v_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.v_proj,True,0,['model_layers_0_self_attn_v_proj_lora_a_default_weight'],[to_7]
"[[4, 512, 5120], [1]]","[True, True]",True,"(4, 512, 5120)",torch.float32,to_7,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.v_proj': ('model.layers.0.self_attn.v_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.v_proj,True,0,"['mul_1', 'getattr_11']",[model_layers_0_self_attn_v_proj_lora_dropout_default]
"[[4, 512, 5120]]",[True],True,"(4, 512, 5120)",torch.float32,model_layers_0_self_attn_v_proj_lora_dropout_default,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.v_proj': ('model.layers.0.self_attn.v_proj', <class 'peft.tuners.lora.layer.Linear'>), 'model.layers.0.self_attn.v_proj.lora_dropout.default': ('model.layers.0.self_attn.v_proj.lora_dropout.default', <class 'torch.nn.modules.linear.Identity'>)})}",model.layers.0.self_attn.v_proj.lora_dropout.default,True,0,['to_7'],[model_layers_0_self_attn_v_proj_lora_a_default]
"[[4, 512, 5120]]",[True],True,"(4, 512, 10)",torch.float32,model_layers_0_self_attn_v_proj_lora_a_default,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.v_proj': ('model.layers.0.self_attn.v_proj', <class 'peft.tuners.lora.layer.Linear'>), 'model.layers.0.self_attn.v_proj.lora_A.default': ('model.layers.0.self_attn.v_proj.lora_A.default', <class 'torch.nn.modules.linear.Linear'>)})}",model.layers.0.self_attn.v_proj.lora_A.default,True,0,['model_layers_0_self_attn_v_proj_lora_dropout_default'],[model_layers_0_self_attn_v_proj_lora_b_default]
"[[4, 512, 10]]",[True],True,"(4, 512, 1024)",torch.float32,model_layers_0_self_attn_v_proj_lora_b_default,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.v_proj': ('model.layers.0.self_attn.v_proj', <class 'peft.tuners.lora.layer.Linear'>), 'model.layers.0.self_attn.v_proj.lora_B.default': ('model.layers.0.self_attn.v_proj.lora_B.default', <class 'torch.nn.modules.linear.Linear'>)})}",model.layers.0.self_attn.v_proj.lora_B.default,True,0,['model_layers_0_self_attn_v_proj_lora_a_default'],[mul_4]
"[[4, 512, 1024]]",[True],True,"(4, 512, 1024)",torch.float32,mul_4,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.v_proj': ('model.layers.0.self_attn.v_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.v_proj,True,0,['model_layers_0_self_attn_v_proj_lora_b_default'],[add_8]
"[[4, 512, 1024], [4, 512, 1024]]","[True, True]",True,"(4, 512, 1024)",torch.float32,add_8,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.v_proj': ('model.layers.0.self_attn.v_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.v_proj,True,0,"['model_layers_0_self_attn_v_proj_base_layer', 'mul_4']",[to_8]
"[[4, 512, 1024]]",[True],True,"(1,)",,getattr_12,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.v_proj': ('model.layers.0.self_attn.v_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.v_proj,True,0,['model_layers_0_self_attn_v_proj_base_layer'],[to_8]
"[[4, 512, 1024], [1]]","[True, True]",True,"(4, 512, 1024)",torch.float32,to_8,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.v_proj': ('model.layers.0.self_attn.v_proj', <class 'peft.tuners.lora.layer.Linear'>)})}",model.layers.0.self_attn.v_proj,True,0,"['add_8', 'getattr_12']",[view_4]
"[[4, 512, 5120], [1], [1]]","[True, True, True]",True,"(4, 512, 40, 128)",torch.float32,view_2,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['to_4', 'getitem_3', 'getitem_4']",[transpose]
"[[4, 512, 40, 128]]",[True],False,"(4, 40, 512, 128)",torch.float32,transpose,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['view_2'],"[mul_5, size_5, getitem_12, size_6, getitem_14]"
"[[4, 512, 1024], [1], [1]]","[True, True, True]",True,"(4, 512, 8, 128)",torch.float32,view_3,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['to_6', 'getitem_3', 'getitem_4']",[transpose_1]
"[[4, 512, 8, 128]]",[True],False,"(4, 8, 512, 128)",torch.float32,transpose_1,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['view_3'],"[size_4, mul_7, size_7, getitem_16, size_8, getitem_18]"
"[[4, 512, 1024], [1], [1]]","[True, True, True]",True,"(4, 512, 8, 128)",torch.float32,view_4,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['to_8', 'getitem_3', 'getitem_4']",[transpose_2]
"[[4, 512, 8, 128]]",[True],False,"(4, 8, 512, 128)",torch.float32,transpose_2,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['view_4'],"[getattr_13, getattr_14, size_11, getitem_29, output]"
"[[4, 8, 512, 128]]",[False],True,"(1,)",,size_4,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['transpose_1'],[getitem_6]
[[1]],[True],True,"(1,)",,getitem_6,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['size_4'],[add_9]
[[1]],[True],True,"(1,)",,add_9,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_6'],"[gt_2, getitem_7, getitem_8, ne, ne_1]"
[[1]],[True],True,"(1,)",,gt_2,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.rotary_emb': ('model.layers.0.self_attn.rotary_emb', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RotaryEmbedding'>)})}",model.layers.0.self_attn.rotary_emb,True,0,['add_9'],[]
[],[],True,"(32768, 128)",torch.float32,model_layers_0_self_attn_rotary_emb_cos_cached,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.rotary_emb': ('model.layers.0.self_attn.rotary_emb', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RotaryEmbedding'>)})}",model.layers.0.self_attn.rotary_emb,True,0,[],[getitem_7]
"[[32768, 128], [1]]","[True, True]",True,"(512, 128)",torch.float32,getitem_7,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.rotary_emb': ('model.layers.0.self_attn.rotary_emb', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RotaryEmbedding'>)})}",model.layers.0.self_attn.rotary_emb,True,0,"['model_layers_0_self_attn_rotary_emb_cos_cached', 'add_9']",[to_9]
"[[4, 8, 512, 128]]",[False],True,"(1,)",,getattr_13,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.rotary_emb': ('model.layers.0.self_attn.rotary_emb', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RotaryEmbedding'>)})}",model.layers.0.self_attn.rotary_emb,True,0,['transpose_2'],[to_9]
"[[512, 128], [1]]","[True, True]",True,"(512, 128)",torch.float32,to_9,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.rotary_emb': ('model.layers.0.self_attn.rotary_emb', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RotaryEmbedding'>)})}",model.layers.0.self_attn.rotary_emb,True,0,"['getitem_7', 'getattr_13']",[getitem_9]
[],[],True,"(32768, 128)",torch.float32,model_layers_0_self_attn_rotary_emb_sin_cached,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.rotary_emb': ('model.layers.0.self_attn.rotary_emb', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RotaryEmbedding'>)})}",model.layers.0.self_attn.rotary_emb,True,0,[],[getitem_8]
"[[32768, 128], [1]]","[True, True]",True,"(512, 128)",torch.float32,getitem_8,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.rotary_emb': ('model.layers.0.self_attn.rotary_emb', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RotaryEmbedding'>)})}",model.layers.0.self_attn.rotary_emb,True,0,"['model_layers_0_self_attn_rotary_emb_sin_cached', 'add_9']",[to_10]
"[[4, 8, 512, 128]]",[False],True,"(1,)",,getattr_14,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.rotary_emb': ('model.layers.0.self_attn.rotary_emb', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RotaryEmbedding'>)})}",model.layers.0.self_attn.rotary_emb,True,0,['transpose_2'],[to_10]
"[[512, 128], [1]]","[True, True]",True,"(512, 128)",torch.float32,to_10,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>), 'model.layers.0.self_attn.rotary_emb': ('model.layers.0.self_attn.rotary_emb', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2RotaryEmbedding'>)})}",model.layers.0.self_attn.rotary_emb,True,0,"['getitem_8', 'getattr_14']",[getitem_10]
"[[512, 128], [1, 512]]","[True, True]",True,"(1, 512, 128)",torch.float32,getitem_9,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['to_9', 'view']",[unsqueeze_1]
"[[1, 512, 128]]",[True],True,"(1, 1, 512, 128)",torch.float32,unsqueeze_1,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_9'],"[mul_5, mul_7]"
"[[512, 128], [1, 512]]","[True, True]",True,"(1, 512, 128)",torch.float32,getitem_10,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,"['to_10', 'view']",[unsqueeze_2]
"[[1, 512, 128]]",[True],True,"(1, 1, 512, 128)",torch.float32,unsqueeze_2,"{'nn_module_stack': OrderedDict({'model': ('model', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Model'>), 'model.layers.0': ('model.layers.0', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2DecoderLayer'>), 'model.layers.0.self_attn': ('model.layers.0.self_attn', <class 'transformers.models.qwen2.modeling_qwen2.Qwen2Attention'>)})}",model.layers.0.self_attn,True,0,['getitem_10'],"[mul_6, mul_8]"
