input_shapes,input_contiguous,contiguous,output_shape,dtype,Name,meta,_input_nodes,users
"[[2, 32, 2048, 2048]]",[True],True,"(1,)",,getattr_8,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}",['truediv'],[to]
"[[2, 32, 2048, 2048], [1]]","[True, True]",True,"(2, 32, 2048, 2048)",torch.float32,to,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}","['truediv', 'getattr_8']",[where]
"[[1, 1, 2048, 2048], [2, 32, 2048, 2048], [1]]","[True, True, True]",True,"(2, 32, 2048, 2048)",torch.float32,where,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}","['getitem_11', 'to', 'full_1']",[softmax]
"[[2, 32, 2048, 2048]]",[True],True,"(2, 32, 2048, 2048)",torch.float32,softmax,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}",['where'],[type_1]
"[[2, 32, 2048, 80]]",[False],True,"(1,)",,getattr_9,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}",['permute_2'],[type_1]
"[[2, 32, 2048, 2048], [1]]","[True, True]",True,"(2, 32, 2048, 2048)",torch.float32,type_1,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}","['softmax', 'getattr_9']",[transformer_h_0_attn_attn_dropout]
"[[2, 32, 2048, 2048]]",[True],True,"(2, 32, 2048, 2048)",torch.float32,transformer_h_0_attn_attn_dropout,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.attn_dropout': ('transformer.h.0.attn.attn_dropout', <class 'torch.nn.modules.dropout.Dropout'>)})}",['type_1'],[matmul_1]
"[[2, 32, 2048, 2048], [2, 32, 2048, 80]]","[True, False]",True,"(2, 32, 2048, 80)",torch.float32,matmul_1,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}","['transformer_h_0_attn_attn_dropout', 'permute_2']",[permute_3]
"[[2, 32, 2048, 80]]",[True],False,"(2, 2048, 32, 80)",torch.float32,permute_3,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}",['matmul_1'],[contiguous]
"[[2, 2048, 32, 80]]",[False],True,"(2, 2048, 32, 80)",torch.float32,contiguous,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}",['permute_3'],"[size_11, view_6]"
"[[2, 2048, 32, 80]]",[True],True,"(1,)",,size_11,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}",['contiguous'],[getitem_12]
[[1]],[True],True,"(1,)",,getitem_12,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}",['size_11'],[add_8]
[[1]],[True],True,"(1,)",,add_8,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}",['getitem_12'],[view_6]
"[[2, 2048, 32, 80], [1]]","[True, True]",True,"(2, 2048, 2560)",torch.float32,view_6,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>)})}","['contiguous', 'add_8']","[size_12, size_13, view_7]"
"[[2, 2048, 2560]]",[True],True,"(1,)",,size_12,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.c_proj': ('transformer.h.0.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",['view_6'],[getitem_13]
[[1]],[True],True,"(1,)",,getitem_13,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.c_proj': ('transformer.h.0.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",['size_12'],[add_9]
[[1]],[True],True,"(1,)",,add_9,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.c_proj': ('transformer.h.0.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",['getitem_13'],[view_8]
[],[],True,"(2560,)",torch.float32,transformer_h_0_attn_c_proj_bias,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.c_proj': ('transformer.h.0.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",[],[addmm_1]
"[[2, 2048, 2560]]",[True],True,"(1,)",,size_13,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.c_proj': ('transformer.h.0.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",['view_6'],[view_7]
"[[2, 2048, 2560], [1]]","[True, True]",True,"(4096, 2560)",torch.float32,view_7,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.c_proj': ('transformer.h.0.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}","['view_6', 'size_13']",[addmm_1]
[],[],True,"(2560, 2560)",torch.float32,transformer_h_0_attn_c_proj_weight,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.c_proj': ('transformer.h.0.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",[],[addmm_1]
"[[2560], [4096, 2560], [2560, 2560]]","[True, True, True]",True,"(4096, 2560)",torch.float32,addmm_1,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.c_proj': ('transformer.h.0.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}","['transformer_h_0_attn_c_proj_bias', 'view_7', 'transformer_h_0_attn_c_proj_weight']",[view_8]
"[[4096, 2560], [1]]","[True, True]",True,"(2, 2048, 2560)",torch.float32,view_8,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.c_proj': ('transformer.h.0.attn.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}","['addmm_1', 'add_9']",[transformer_h_0_attn_resid_dropout]
"[[2, 2048, 2560]]",[True],True,"(2, 2048, 2560)",torch.float32,transformer_h_0_attn_resid_dropout,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.attn': ('transformer.h.0.attn', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Attention'>), 'transformer.h.0.attn.resid_dropout': ('transformer.h.0.attn.resid_dropout', <class 'torch.nn.modules.dropout.Dropout'>)})}",['view_8'],[add_10]
"[[2, 2048, 2560], [2, 2048, 2560]]","[True, True]",True,"(2, 2048, 2560)",torch.float32,add_10,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>)})}","['transformer_h_0_attn_resid_dropout', 'transformer_drop']","[transformer_h_0_ln_2, add_15]"
"[[2, 2048, 2560]]",[True],True,"(2, 2048, 2560)",torch.float32,transformer_h_0_ln_2,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.ln_2': ('transformer.h.0.ln_2', <class 'torch.nn.modules.normalization.LayerNorm'>)})}",['add_10'],"[size_14, size_15, view_9]"
"[[2, 2048, 2560]]",[True],True,"(1,)",,size_14,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}",['transformer_h_0_ln_2'],[getitem_14]
[[1]],[True],True,"(1,)",,getitem_14,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}",['size_14'],[add_11]
[[1]],[True],True,"(1,)",,add_11,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}",['getitem_14'],[view_10]
[],[],True,"(10240,)",torch.float32,transformer_h_0_mlp_c_fc_bias,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}",[],[addmm_2]
"[[2, 2048, 2560]]",[True],True,"(1,)",,size_15,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}",['transformer_h_0_ln_2'],[view_9]
"[[2, 2048, 2560], [1]]","[True, True]",True,"(4096, 2560)",torch.float32,view_9,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}","['transformer_h_0_ln_2', 'size_15']",[addmm_2]
[],[],True,"(2560, 10240)",torch.float32,transformer_h_0_mlp_c_fc_weight,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}",[],[addmm_2]
"[[10240], [4096, 2560], [2560, 10240]]","[True, True, True]",True,"(4096, 10240)",torch.float32,addmm_2,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}","['transformer_h_0_mlp_c_fc_bias', 'view_9', 'transformer_h_0_mlp_c_fc_weight']",[view_10]
"[[4096, 10240], [1]]","[True, True]",True,"(2, 2048, 10240)",torch.float32,view_10,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_fc': ('transformer.h.0.mlp.c_fc', <class 'transformers.pytorch_utils.Conv1D'>)})}","['addmm_2', 'add_11']","[mul, pow_2, add_12]"
"[[2, 2048, 10240]]",[True],True,"(2, 2048, 10240)",torch.float32,mul,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}",['view_10'],[mul_3]
"[[2, 2048, 10240]]",[True],True,"(2, 2048, 10240)",torch.float32,pow_2,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}",['view_10'],[mul_1]
"[[2, 2048, 10240]]",[True],True,"(2, 2048, 10240)",torch.float32,mul_1,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}",['pow_2'],[add_12]
"[[2, 2048, 10240], [2, 2048, 10240]]","[True, True]",True,"(2, 2048, 10240)",torch.float32,add_12,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}","['view_10', 'mul_1']",[mul_2]
"[[2, 2048, 10240]]",[True],True,"(2, 2048, 10240)",torch.float32,mul_2,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}",['add_12'],[tanh]
"[[2, 2048, 10240]]",[True],True,"(2, 2048, 10240)",torch.float32,tanh,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}",['mul_2'],[add_13]
"[[2, 2048, 10240]]",[True],True,"(2, 2048, 10240)",torch.float32,add_13,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}",['tanh'],[mul_3]
"[[2, 2048, 10240], [2, 2048, 10240]]","[True, True]",True,"(2, 2048, 10240)",torch.float32,mul_3,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.act': ('transformer.h.0.mlp.act', <class 'transformers.activations.NewGELUActivation'>)})}","['mul', 'add_13']","[size_16, size_17, view_11]"
"[[2, 2048, 10240]]",[True],True,"(1,)",,size_16,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",['mul_3'],[getitem_15]
[[1]],[True],True,"(1,)",,getitem_15,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",['size_16'],[add_14]
[[1]],[True],True,"(1,)",,add_14,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",['getitem_15'],[view_12]
[],[],True,"(2560,)",torch.float32,transformer_h_0_mlp_c_proj_bias,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",[],[addmm_3]
"[[2, 2048, 10240]]",[True],True,"(1,)",,size_17,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}",['mul_3'],[view_11]
"[[2, 2048, 10240], [1]]","[True, True]",True,"(4096, 10240)",torch.float32,view_11,"{'nn_module_stack': OrderedDict({'transformer': ('transformer', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Model'>), 'transformer.h.0': ('transformer.h.0', <class 'transformers.models.gpt2.modeling_gpt2.GPT2Block'>), 'transformer.h.0.mlp': ('transformer.h.0.mlp', <class 'transformers.models.gpt2.modeling_gpt2.GPT2MLP'>), 'transformer.h.0.mlp.c_proj': ('transformer.h.0.mlp.c_proj', <class 'transformers.pytorch_utils.Conv1D'>)})}","['mul_3', 'size_17']",[addmm_3]
